date,value
1989-02-01,294.0111
1989-03-01,292.7132
1989-04-01,302.251
1989-05-01,313.93
1989-06-01,323.7277
1989-07-01,331.9265
1989-08-01,346.6078
1989-09-01,347.3295
1989-10-01,347.3959
1989-11-01,340.219
1989-12-01,348.568
1990-01-01,339.9718
1990-02-01,330.4526
1990-03-01,338.465
1990-04-01,338.178
1990-05-01,350.25
1990-06-01,360.3867
1990-07-01,360.031
1990-08-01,330.7465
1990-09-01,315.4068
1990-10-01,307.1248
1990-11-01,315.291
1990-12-01,328.7495
1991-01-01,325.4855
1991-02-01,362.2632
1991-03-01,372.279
1991-04-01,379.6791
1991-05-01,377.9927
1991-06-01,378.293
1991-07-01,380.2268
1991-08-01,389.4032
1991-09-01,387.1985
1991-10-01,386.8835
1991-11-01,385.9195
1991-12-01,388.5105
1992-01-01,416.0759
1992-02-01,412.5574
1992-03-01,407.3645
1992-04-01,407.4067
1992-05-01,414.8145
1992-06-01,408.2741
1992-07-01,415.0514
1992-08-01,417.9267
1992-09-01,418.4771
1992-10-01,412.5027
1992-11-01,422.844
1992-12-01,435.6395
1993-01-01,435.229
1993-02-01,441.7042
1993-03-01,450.1552
1993-04-01,443.0776
1993-05-01,445.2465
1993-06-01,448.0595
1993-07-01,447.2871
1993-08-01,454.1277
1993-09-01,459.2352
1993-10-01,463.9005
1993-11-01,462.8905
1993-12-01,465.9455
1994-01-01,472.9929
1994-02-01,471.58
1994-03-01,463.8078
1994-04-01,447.2321
1994-05-01,450.8986
1994-06-01,454.8259
1994-07-01,451.4005
1994-08-01,464.2435
1994-09-01,466.9557
1994-10-01,463.8129
1994-11-01,461.0133
1994-12-01,455.1857
1995-01-01,465.25
1995-02-01,481.9247
1995-03-01,493.1535
1995-04-01,507.9058
1995-05-01,523.8136
1995-06-01,539.3541
1995-07-01,557.3665
1995-08-01,559.11
1995-09-01,578.7655
1995-10-01,582.9182
1995-11-01,595.5324
1995-12-01,614.5715
1996-01-01,614.42
1996-02-01,649.542
1996-03-01,647.0748
1996-04-01,647.1729
1996-05-01,661.2305
1996-06-01,668.499
1996-07-01,644.0705
1996-08-01,662.6823
1996-09-01,674.8845
1996-10-01,701.4557
1996-11-01,735.669
1996-12-01,743.2529
1997-01-01,766.2168
1997-02-01,798.3879
1997-03-01,792.1555
1997-04-01,763.9282
1997-05-01,833.089
1997-06-01,876.2871
1997-07-01,925.2936
1997-08-01,927.7362
1997-09-01,937.0243
1997-10-01,951.1587
1997-11-01,938.9237
1997-12-01,962.3659
1998-01-01,963.359
1998-02-01,1023.7421
1998-03-01,1076.8255
1998-04-01,1112.1962
1998-05-01,1108.417
1998-06-01,1108.3895
1998-07-01,1156.5773
1998-08-01,1074.6205
1998-09-01,1020.6395
1998-10-01,1032.47
1998-11-01,1144.4335
1998-12-01,1190.0509
1999-01-01,1248.7747
1999-02-01,1246.5821
1999-03-01,1281.6639
1999-04-01,1334.7576
1999-05-01,1332.074
1999-06-01,1322.5527
1999-07-01,1380.99
1999-08-01,1327.4886
1999-09-01,1318.1719
1999-10-01,1300.01
1999-11-01,1391.0029
1999-12-01,1428.6836
2000-01-01,1425.5855
2000-02-01,1388.874
2000-03-01,1442.213
2000-04-01,1461.3553
2000-05-01,1418.4795
2000-06-01,1461.9591
2000-07-01,1473.0025
2000-08-01,1485.4583
2000-09-01,1468.054
2000-10-01,1390.1441
2000-11-01,1375.0367
2000-12-01,1330.9305
2001-01-01,1335.6281
2001-02-01,1305.7516
2001-03-01,1185.85
2001-04-01,1189.8375
2001-05-01,1270.3686
2001-06-01,1238.7124
2001-07-01,1204.449
2001-08-01,1178.5057
2001-09-01,1044.644
2001-10-01,1076.5904
2001-11-01,1129.6833
2001-12-01,1144.9302
2002-01-01,1140.2078
2002-02-01,1100.6681
2002-03-01,1153.7895
2002-04-01,1112.0351
2002-05-01,1079.2658
2002-06-01,1014.0461
2002-07-01,903.5906
2002-08-01,912.5544
2002-09-01,867.8108
2002-10-01,854.6316
2002-11-01,909.9273
2002-12-01,899.1782
2003-01-01,895.837
2003-02-01,837.6194
2003-03-01,846.6208
2003-04-01,890.0254
2003-05-01,935.9623
2003-06-01,987.9962
2003-07-01,992.5362
2003-08-01,989.5324
2003-09-01,1019.4417
2003-10-01,1038.7341
2003-11-01,1049.9006
2003-12-01,1080.6355
2004-01-01,1132.5174
2004-02-01,1143.3566
2004-03-01,1123.98
2004-04-01,1133.0786
2004-05-01,1102.7815
2004-06-01,1132.7572
2004-07-01,1105.8464
2004-08-01,1088.9362
2004-09-01,1117.6559
2004-10-01,1118.0681
2004-11-01,1168.9365
2004-12-01,1199.2105
2005-01-01,1181.4074
2005-02-01,1199.6266
2005-03-01,1194.8975
2005-04-01,1164.4231
2005-05-01,1178.2756
2005-06-01,1202.1719
2005-07-01,1222.2374
2005-08-01,1224.2706
2005-09-01,1225.9153
2005-10-01,1191.9655
2005-11-01,1237.3686
